TEAM_ID,TEAM_NAME,GAME_ID,GAME_DATE,OFF_RATING,DEF_RATING,E_OFF_RATING,E_DEF_RATING,AST_PCT,REB_PCT,PACE,E_PACE
1610612749,Bucks,22400052,2024-12-03,126.7,104.9,124.0,105.2,0.578,0.466,101.5,102.46
1610612765,Pistons,22400052,2024-12-03,104.9,126.7,105.2,124.0,0.55,0.534,101.5,102.46
1610612757,Trail Blazers,22400060,2024-12-03,114.1,138.0,111.7,133.0,0.61,0.463,92.0,94.76
1610612746,Clippers,22400060,2024-12-03,138.0,114.1,133.0,111.7,0.617,0.538,92.0,94.76
1610612761,Raptors,22400054,2024-12-03,113.0,103.7,112.2,102.5,0.636,0.551,107.5,108.54
1610612754,Pacers,22400054,2024-12-03,103.7,113.0,102.5,112.2,0.553,0.449,107.5,108.54
1610612758,Kings,22400059,2024-12-03,127.7,116.8,120.2,110.7,0.702,0.41,94.5,100.02
1610612745,Rockets,22400059,2024-12-03,116.8,127.7,110.7,120.2,0.341,0.59,94.5,100.02
1610612764,Wizards,22400051,2024-12-03,83.7,114.6,85.3,113.5,0.563,0.538,103.5,103.0
1610612739,Cavaliers,22400051,2024-12-03,114.6,83.7,113.5,85.3,0.721,0.462,103.5,103.0
1610612744,Warriors,22400058,2024-12-03,107.5,112.3,106.2,112.9,0.818,0.573,106.5,106.82
1610612743,Nuggets,22400058,2024-12-03,112.3,107.5,112.9,106.2,0.8,0.427,106.5,106.82
1610612755,76ers,22400050,2024-12-03,118.3,111.8,116.0,111.4,0.684,0.429,93.0,94.06
1610612766,Hornets,22400050,2024-12-03,111.8,118.3,111.4,116.0,0.647,0.571,93.0,94.06
1610612762,Jazz,22400055,2024-12-03,110.4,137.1,108.5,133.2,0.553,0.506,96.5,98.76
1610612760,Thunder,22400055,2024-12-03,137.1,110.4,133.2,108.5,0.604,0.494,96.5,98.76
1610612749,Bucks,22400323,2024-12-04,100.0,114.4,100.6,107.5,0.697,0.417,104.0,107.04
1610612737,Hawks,22400323,2024-12-04,114.4,100.0,107.5,100.6,0.644,0.583,104.0,107.04
1610612748,Heat,22400321,2024-12-04,139.6,96.9,138.2,95.5,0.808,0.581,96.0,97.16
