TEAM_ID,TEAM_NAME,GAME_ID,GAME_DATE,OFF_RATING,DEF_RATING,E_OFF_RATING,E_DEF_RATING,AST_PCT,REB_PCT,PACE,E_PACE
1610612762,Jazz,22400858,2025-02-28,114.7,114.9,113.4,112.4,0.745,0.593,101.5,103.16
1610612750,Timberwolves,22400858,2025-02-28,114.9,114.7,112.4,113.4,0.795,0.407,101.5,103.16
1610612755,76ers,22400864,2025-03-01,126.0,119.0,124.4,112.9,0.6,0.461,100.0,103.34
1610612744,Warriors,22400864,2025-03-01,119.0,126.0,112.9,124.4,0.717,0.539,100.0,103.34
1610612765,Pistons,22400861,2025-03-01,110.6,89.5,108.7,85.1,0.795,0.505,104.5,108.08
1610612751,Nets,22400861,2025-03-01,89.5,110.6,85.1,108.7,0.655,0.495,104.5,108.08
1610612758,Kings,22400862,2025-03-01,118.9,106.2,116.2,103.9,0.477,0.526,96.0,98.18
1610612745,Rockets,22400862,2025-03-01,106.2,118.9,103.9,116.2,0.486,0.474,96.0,98.18
1610612764,Wizards,22400860,2025-03-01,113.0,100.0,114.7,98.4,0.825,0.51,100.0,100.06
1610612766,Hornets,22400860,2025-03-01,100.0,113.0,98.4,114.7,0.683,0.49,100.0,100.06
1610612759,Spurs,22400863,2025-03-01,126.2,124.3,123.0,122.1,0.66,0.516,103.0,105.24
1610612763,Grizzlies,22400863,2025-03-01,124.3,126.2,122.1,123.0,0.62,0.484,103.0,105.24
1610612749,Bucks,22400865,2025-03-01,129.4,114.7,130.2,111.4,0.75,0.577,102.0,103.2
1610612742,Mavericks,22400865,2025-03-01,114.7,129.4,111.4,130.2,0.581,0.423,102.0,103.2
1610612754,Pacers,22400868,2025-03-02,129.6,113.1,124.6,114.4,0.708,0.461,98.5,99.92
1610612741,Bulls,22400868,2025-03-02,113.1,129.6,114.4,124.6,0.545,0.539,98.5,99.92
1610612757,Trail Blazers,22400867,2025-03-02,114.2,117.7,109.0,116.3,0.595,0.549,102.34,105.42
1610612739,Cavaliers,22400867,2025-03-02,117.7,114.2,116.3,109.0,0.643,0.451,102.34,105.42
1610612762,Jazz,22400872,2025-03-02,118.6,125.5,112.6,121.1,0.761,0.471,102.0,106.6
1610612740,Pelicans,22400872,2025-03-02,125.5,118.6,121.1,112.6,0.66,0.529,102.0,106.6
1610612747,Lakers,22400874,2025-03-02,118.7,110.9,117.6,104.6,0.553,0.495,91.5,94.64
1610612746,Clippers,22400874,2025-03-02,110.9,118.7,104.6,117.6,0.632,0.505,91.5,94.64
1610612759,Spurs,22400871,2025-03-02,129.4,143.1,125.7,139.3,0.706,0.462,102.0,104.92
1610612760,Thunder,22400871,2025-03-02,143.1,129.4,139.3,125.7,0.618,0.538,102.0,104.92
1610612743,Nuggets,22400866,2025-03-02,108.4,118.3,107.6,117.2,0.659,0.489,94.0,94.8
1610612738,Celtics,22400866,2025-03-02,118.3,108.4,117.2,107.6,0.703,0.511,94.0,94.8
1610612752,Knicks,22400869,2025-03-02,116.0,112.0,112.0,110.8,0.587,0.591,90.57,92.67
1610612748,Heat,22400869,2025-03-02,112.0,116.0,110.8,112.0,0.644,0.409,90.57,92.67
1610612761,Raptors,22400870,2025-03-02,111.8,108.5,108.1,110.3,0.595,0.517,93.5,94.34
1610612753,Magic,22400870,2025-03-02,108.5,111.8,110.3,108.1,0.567,0.483,93.5,94.34
1610612756,Suns,22400873,2025-03-02,96.1,112.6,97.6,111.3,0.686,0.588,102.5,102.3
1610612750,Timberwolves,22400873,2025-03-02,112.6,96.1,111.3,97.6,0.718,0.412,102.5,102.3
1610612757,Trail Blazers,22400876,2025-03-03,125.3,107.4,123.5,107.7,0.542,0.571,95.0,95.54
1610612755,76ers,22400876,2025-03-03,107.4,125.3,107.7,123.5,0.659,0.429,95.0,95.54
1610612758,Kings,22400880,2025-03-03,129.8,105.4,130.8,103.6,0.723,0.512,93.5,93.92
1610612742,Mavericks,22400880,2025-03-03,105.4,129.8,103.6,130.8,0.8,0.488,93.5,93.92
1610612744,Warriors,22400875,2025-03-03,113.3,98.1,116.0,92.2,0.825,0.518,104.0,106.04
1610612766,Hornets,22400875,2025-03-03,98.1,113.3,92.2,116.0,0.588,0.482,104.0,106.04
1610612763,Grizzlies,22400878,2025-03-03,128.7,130.7,121.5,130.1,0.766,0.589,101.0,104.24
1610612737,Hawks,22400878,2025-03-03,130.7,128.7,130.1,121.5,0.636,0.411,101.0,104.24
1610612760,Thunder,22400879,2025-03-03,124.5,118.5,127.0,116.9,0.646,0.51,109.0,108.68
1610612745,Rockets,22400879,2025-03-03,118.5,124.5,116.9,127.0,0.408,0.49,109.0,108.68
1610612762,Jazz,22400881,2025-03-03,98.1,122.9,92.1,122.6,0.543,0.532,108.5,112.2
1610612765,Pistons,22400881,2025-03-03,122.9,98.1,122.6,92.1,0.627,0.468,108.5,112.2
1610612764,Wizards,22400877,2025-03-03,91.8,108.2,90.3,109.4,0.71,0.474,98.0,98.3
1610612748,Heat,22400877,2025-03-03,108.2,91.8,109.4,90.3,0.795,0.526,98.0,98.3
