TEAM_ID,TEAM_NAME,GAME_ID,GAME_DATE,OFF_RATING,DEF_RATING,E_OFF_RATING,E_DEF_RATING,AST_PCT,REB_PCT,PACE,E_PACE
1610612758,Kings,22400576,2025-01-16,126.9,121.0,122.6,120.3,0.653,0.5,104.5,106.62
1610612745,Rockets,22400576,2025-01-16,121.0,126.9,120.3,122.6,0.49,0.5,104.5,106.62
1610612760,Thunder,22400574,2025-01-16,127.6,106.5,123.1,104.4,0.472,0.452,106.0,109.04
1610612739,Cavaliers,22400574,2025-01-16,106.5,127.6,104.4,123.1,0.762,0.548,106.0,109.04
1610612757,Trail Blazers,22400575,2025-01-16,90.8,118.0,90.2,118.1,0.706,0.427,99.0,99.3
1610612746,Clippers,22400575,2025-01-16,118.0,90.8,118.1,90.2,0.523,0.573,99.0,99.3
1610612748,Heat,22400579,2025-01-17,111.9,134.3,114.0,133.9,0.667,0.5,100.0,99.26
1610612743,Nuggets,22400579,2025-01-17,134.3,111.9,133.9,114.0,0.7,0.5,100.0,99.26
1610612759,Spurs,22400582,2025-01-17,110.9,138.6,110.8,136.5,0.725,0.494,101.0,101.86
1610612763,Grizzlies,22400582,2025-01-17,138.6,110.9,136.5,110.8,0.709,0.506,101.0,101.86
1610612741,Bulls,22400584,2025-01-17,119.4,122.5,119.2,120.4,0.708,0.52,102.5,103.48
1610612766,Hornets,22400584,2025-01-17,122.5,119.4,120.4,119.2,0.542,0.48,102.5,103.48
1610612752,Knicks,22400578,2025-01-17,108.8,126.1,108.2,128.7,0.543,0.463,91.5,90.82
1610612750,Timberwolves,22400578,2025-01-17,126.1,108.8,128.7,108.2,0.548,0.537,91.5,90.82
1610612760,Thunder,22400583,2025-01-17,102.1,111.6,100.7,110.8,0.686,0.55,95.5,96.48
1610612742,Mavericks,22400583,2025-01-17,111.6,102.1,110.8,100.7,0.676,0.45,95.5,96.48
1610612761,Raptors,22400580,2025-01-17,110.9,128.7,109.2,127.4,0.721,0.505,101.0,102.3
1610612749,Bucks,22400580,2025-01-17,128.7,110.9,127.4,109.2,0.595,0.495,101.0,102.3
1610612747,Lakers,22400585,2025-01-17,112.1,111.0,108.6,108.9,0.632,0.44,91.0,93.32
1610612751,Nets,22400585,2025-01-17,111.0,112.1,108.9,108.6,0.757,0.56,91.0,93.32
1610612753,Magic,22400577,2025-01-17,103.3,134.4,98.3,136.4,0.441,0.527,90.5,92.16
1610612738,Celtics,22400577,2025-01-17,134.4,103.3,136.4,98.3,0.595,0.473,90.5,92.16
1610612762,Jazz,22400581,2025-01-17,119.4,130.8,113.7,128.7,0.698,0.439,103.5,106.92
1610612740,Pelicans,22400581,2025-01-17,130.8,119.4,128.7,113.7,0.723,0.561,103.5,106.92
1610612764,Wizards,22400589,2025-01-18,117.5,123.2,115.0,122.5,0.632,0.444,98.0,99.34
