GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME_x,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,PTS_3,PTS_2,PTS_FT,PLAYER_NAME_y,E_NET_RATING,NET_RATING,AST_PCT,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,POSS,PIE,LOOSE_BALLS_RECOVERED,SCREEN_ASSISTS,TCHS,PTS_FB,GAME_DATE
22400045,1610612765,DET,Detroit,203501,Tim Hardaway Jr.,Tim,F,,27:06,3.0,8.0,0.375,2.0,6.0,0.333,2.0,2.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,10.0,10.0,6.0,2.0,2.0,Tim Hardaway Jr.,9.9,13.8,0.045,0.0,0.182,0.098,16.7,0.183,0.184,97.12,97.4,56,0.052,2.0,1.0,38,0.0,2024-11-29
22400045,1610612765,DET,Detroit,202699,Tobias Harris,Tobias,F,,29:47,5.0,8.0,0.625,2.0,5.0,0.4,4.0,4.0,1.0,0.0,5.0,5.0,3.0,1.0,1.0,3.0,2.0,16.0,27.0,6.0,6.0,4.0,Tobias Harris,35.9,43.5,0.125,0.0,0.179,0.102,20.0,0.185,0.182,98.05,99.92,62,0.124,1.0,3.0,46,0.0,2024-11-29
22400045,1610612765,DET,Detroit,1631105,Jalen Duren,Jalen,C,,26:12,5.0,8.0,0.625,0.0,0.0,0.0,4.0,7.0,0.571,2.0,10.0,12.0,2.0,0.0,4.0,1.0,2.0,14.0,21.0,0.0,10.0,4.0,Jalen Duren,27.7,31.6,0.087,0.091,0.345,0.235,7.1,0.182,0.184,108.9,108.09,60,0.136,0.0,6.0,41,2.0,2024-11-29
22400045,1610612765,DET,Detroit,1631093,Jaden Ivey,Jaden,G,,31:24,8.0,13.0,0.615,3.0,8.0,0.375,4.0,4.0,1.0,1.0,4.0,5.0,6.0,1.0,0.0,3.0,0.0,23.0,15.0,9.0,10.0,4.0,Jaden Ivey,18.9,24.6,0.286,0.038,0.129,0.088,12.5,0.257,0.26,97.7,100.14,65,0.172,2.0,0.0,60,9.0,2024-11-29
22400045,1610612765,DET,Detroit,1630595,Cade Cunningham,Cade,G,,32:58,10.0,19.0,0.526,4.0,6.0,0.667,0.0,0.0,0.0,0.0,6.0,6.0,11.0,2.0,0.0,6.0,3.0,24.0,13.0,12.0,12.0,0.0,Cade Cunningham,11.4,17.1,0.5,0.0,0.231,0.122,16.7,0.338,0.336,99.17,101.18,70,0.161,1.0,0.0,95,0.0,2024-11-29
22400045,1610612765,DET,Detroit,1630191,Isaiah Stewart,Isaiah,,,21:40,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,Isaiah Stewart,7.2,2.3,0.111,0.143,0.063,0.1,0.0,0.043,0.046,91.56,95.28,43,0.036,0.0,3.0,24,0.0,2024-11-29
22400045,1610612765,DET,Detroit,1627736,Malik Beasley,Malik,,,28:44,10.0,14.0,0.714,5.0,9.0,0.556,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,25.0,30.0,15.0,10.0,0.0,Malik Beasley,46.5,51.1,0.048,0.0,0.032,0.019,0.0,0.206,0.207,103.96,105.23,62,0.18,1.0,1.0,51,0.0,2024-11-29
22400045,1610612765,DET,Detroit,1641709,Ausar Thompson,Ausar,,,11:45,1.0,5.0,0.2,1.0,3.0,0.333,2.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,5.0,11.0,3.0,0.0,2.0,Ausar Thompson,34.5,39.8,0.267,0.0,0.067,0.042,16.7,0.242,0.261,119.53,124.6,30,0.07,0.0,0.0,19,0.0,2024-11-29
22400045,1610612765,DET,Detroit,1631323,Simone Fontecchio,Simone,,,17:07,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,-5.0,3.0,2.0,0.0,Simone Fontecchio,-10.2,-13.9,0.077,0.0,0.0,0.0,0.0,0.05,0.054,96.89,100.98,36,0.065,0.0,0.0,16,0.0,2024-11-29
22400045,1610612765,DET,Detroit,1641842,Ronald Holland II,Ronald,,,12:06,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,2.0,0.0,0.0,1.0,3.0,6.0,-5.0,0.0,6.0,0.0,Ronald Holland II,-8.1,-14.2,0.222,0.2,0.5,0.35,14.3,0.161,0.174,102.82,105.12,26,0.151,2.0,1.0,22,2.0,2024-11-29
