GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME_x,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,PTS_3,PTS_2,PTS_FT,PLAYER_NAME_y,E_NET_RATING,NET_RATING,AST_PCT,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,POSS,PIE,LOOSE_BALLS_RECOVERED,SCREEN_ASSISTS,TCHS,PTS_FB,GAME_DATE
22400227,1610612756,PHX,Phoenix,1626220,Royce O'Neale,Royce,F,,21:55,2.0,12.0,0.167,1.0,6.0,0.167,0.0,0.0,0.0,1.0,4.0,5.0,4.0,1.0,0.0,1.0,2.0,5.0,-6.0,3.0,2.0,0.0,Royce O'Neale,-14.2,-10.5,0.308,0.029,0.211,0.093,5.9,0.217,0.224,102.37,106.22,48,0.019,0.0,0.0,49,2.0,2024-11-13
22400227,1610612756,PHX,Phoenix,1642346,Ryan Dunn,Ryan,F,,27:43,4.0,11.0,0.364,2.0,7.0,0.286,0.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,4.0,10.0,-29.0,6.0,4.0,0.0,Ryan Dunn,-52.7,-53.3,0.071,0.047,0.063,0.051,0.0,0.164,0.172,97.84,97.84,57,0.016,0.0,0.0,39,3.0,2024-11-13
22400227,1610612756,PHX,Phoenix,203994,Jusuf Nurkić,Jusuf,C,,21:36,1.0,7.0,0.143,0.0,3.0,0.0,1.0,2.0,0.5,5.0,6.0,11.0,1.0,3.0,0.0,2.0,2.0,3.0,-11.0,0.0,2.0,1.0,Jusuf Nurkić,-30.6,-30.1,0.067,0.156,0.429,0.239,18.2,0.172,0.174,96.44,97.78,45,0.045,1.0,3.0,44,0.0,2024-11-13
22400227,1610612756,PHX,Phoenix,1626164,Devin Booker,Devin,G,,31:23,6.0,16.0,0.375,1.0,4.0,0.25,5.0,6.0,0.833,2.0,1.0,3.0,5.0,2.0,0.0,3.0,0.0,18.0,-16.0,3.0,10.0,5.0,Devin Booker,-31.6,-29.0,0.294,0.043,0.053,0.046,11.5,0.259,0.267,96.36,96.36,64,0.092,1.0,0.0,63,6.0,2024-11-13
22400227,1610612756,PHX,Phoenix,1626145,Tyus Jones,Tyus,G,,31:21,3.0,11.0,0.273,2.0,9.0,0.222,2.0,2.0,1.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,10.0,-7.0,6.0,2.0,2.0,Tyus Jones,-12.8,-14.5,0.333,0.047,0.0,0.032,0.0,0.146,0.151,96.89,99.52,66,0.066,1.0,0.0,74,0.0,2024-11-13
22400227,1610612756,PHX,Phoenix,1629006,Josh Okogie,Josh,,,28:05,10.0,15.0,0.667,3.0,4.0,0.75,2.0,3.0,0.667,6.0,2.0,8.0,1.0,2.0,0.0,0.0,1.0,25.0,-8.0,9.0,14.0,2.0,Josh Okogie,-16.9,-18.9,0.067,0.188,0.118,0.163,0.0,0.225,0.238,96.67,95.72,57,0.182,1.0,0.0,43,2.0,2024-11-13
22400227,1610612756,PHX,Phoenix,203486,Mason Plumlee,Mason,,,11:30,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,-8.0,0.0,0.0,1.0,Mason Plumlee,-29.9,-33.3,0.0,0.0,0.444,0.182,33.3,0.207,0.215,108.45,100.19,24,-0.061,0.0,1.0,24,0.0,2024-11-13
22400227,1610612756,PHX,Phoenix,1628420,Monté Morris,Monté,,,13:01,4.0,6.0,0.667,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,10.0,-5.0,6.0,4.0,0.0,Monté Morris,-20.3,-18.5,0.143,0.0,0.0,0.0,0.0,0.171,0.183,104.8,99.56,27,0.171,0.0,0.0,29,0.0,2024-11-13
22400227,1610612756,PHX,Phoenix,1627814,Damion Lee,Damion,,,10:58,1.0,4.0,0.25,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,-1.0,0.0,2.0,2.0,Damion Lee,-10.2,-4.3,0.143,0.0,0.0,0.0,14.3,0.231,0.232,97.62,100.68,23,0.021,0.0,0.0,16,0.0,2024-11-13
22400227,1610612756,PHX,Phoenix,1642345,Oso Ighodaro,Oso,,,14:54,1.0,2.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,-4.0,0.0,2.0,2.0,Oso Ighodaro,-19.3,-17.1,0.0,0.0,0.125,0.037,0.0,0.083,0.09,92.06,98.24,31,0.076,0.0,2.0,28,0.0,2024-11-13
