GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME_x,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,PTS_3,PTS_2,PTS_FT,PLAYER_NAME_y,E_NET_RATING,NET_RATING,AST_PCT,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,POSS,PIE,LOOSE_BALLS_RECOVERED,SCREEN_ASSISTS,TCHS,PTS_FB,GAME_DATE
22401086,1610612744,GSW,Golden State,1630541,Moses Moody,Moses,F,,24:33,7.0,11.0,0.636,3.0,6.0,0.5,3.0,4.0,0.75,0.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,20.0,21.0,9.0,8.0,3.0,Moses Moody,31.0,37.5,0.15,0.0,0.115,0.061,11.1,0.238,0.238,110.08,109.49,56.0,0.168,2.0,0.0,42.0,7.0,2025-03-30
22401086,1610612744,GSW,Golden State,202710,Jimmy Butler III,Jimmy,F,,23:32,4.0,5.0,0.8,1.0,2.0,0.5,4.0,4.0,1.0,1.0,2.0,3.0,8.0,4.0,0.0,4.0,0.0,13.0,26.0,3.0,6.0,4.0,Jimmy Butler III,39.8,48.1,0.333,0.053,0.08,0.068,21.1,0.186,0.186,112.81,110.16,54.0,0.172,1.0,1.0,56.0,2.0,2025-03-30
22401086,1610612744,GSW,Golden State,203110,Draymond Green,Draymond,C,,21:16,6.0,9.0,0.667,2.0,4.0,0.5,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,0.0,1.0,2.0,14.0,12.0,6.0,8.0,0.0,Draymond Green,23.7,24.0,0.105,0.0,0.263,0.132,8.3,0.179,0.185,113.17,112.85,50.0,0.127,0.0,0.0,57.0,4.0,2025-03-30
22401086,1610612744,GSW,Golden State,1641764,Brandin Podziemski,Brandin,G,,26:55,9.0,14.0,0.643,7.0,9.0,0.778,2.0,2.0,1.0,1.0,5.0,6.0,5.0,1.0,0.0,2.0,0.0,27.0,22.0,21.0,4.0,2.0,Brandin Podziemski,32.2,38.9,0.25,0.043,0.185,0.12,9.1,0.262,0.262,108.6,106.11,59.0,0.23,1.0,1.0,69.0,6.0,2025-03-30
22401086,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,25:48,4.0,10.0,0.4,2.0,4.0,0.5,3.0,3.0,1.0,0.0,3.0,3.0,6.0,1.0,1.0,0.0,2.0,13.0,24.0,6.0,4.0,3.0,Stephen Curry,41.7,42.5,0.214,0.0,0.12,0.067,0.0,0.169,0.171,110.92,110.7,59.0,0.1,0.0,0.0,45.0,2.0,2025-03-30
22401086,1610612744,GSW,Golden State,1630611,Gui Santos,Gui,,,23:35,2.0,6.0,0.333,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,6.0,2.0,0.0,0.0,2.0,4.0,18.0,0.0,4.0,0.0,Gui Santos,35.7,39.4,0.261,0.12,0.042,0.082,0.0,0.105,0.105,104.37,105.84,51.0,0.067,1.0,0.0,37.0,0.0,2025-03-30
22401086,1610612744,GSW,Golden State,1627741,Buddy Hield,Buddy,,,24:34,8.0,12.0,0.667,3.0,6.0,0.5,0.0,0.0,0.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,1.0,19.0,30.0,9.0,10.0,0.0,Buddy Hield,56.4,61.3,0.174,0.045,0.154,0.104,0.0,0.2,0.199,104.45,103.55,52.0,0.197,1.0,0.0,58.0,5.0,2025-03-30
22401086,1610612744,GSW,Golden State,1630228,Jonathan Kuminga,Jonathan,,,6:34,1.0,2.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,9.0,0.0,2.0,2.0,Jonathan Kuminga,50.1,58.2,0.0,0.0,0.143,0.083,25.0,0.25,0.254,101.02,98.68,14.0,0.074,0.0,0.0,7.0,0.0,2025-03-30
22401086,1610612744,GSW,Golden State,1642366,Quinten Post,Quinten,,,17:43,3.0,9.0,0.333,1.0,6.0,0.167,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,7.0,2.0,3.0,4.0,0.0,Quinten Post,-1.9,5.6,0.091,0.0,0.125,0.054,9.1,0.233,0.24,95.8,97.54,36.0,0.046,0.0,0.0,34.0,0.0,2025-03-30
22401086,1610612744,GSW,Golden State,1626172,Kevon Looney,Kevon,,,13:06,3.0,5.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,1.0,0.0,1.0,0.0,1.0,8.0,28.0,3.0,4.0,1.0,Kevon Looney,88.0,91.0,0.067,0.1,0.316,0.241,0.0,0.156,0.154,108.82,108.09,30.0,0.205,0.0,2.0,21.0,0.0,2025-03-30
